ID,date,chamber,debate_num,summary
ParlaMint-NL-en_2022-05-24-tweedekamer-23,2022-05-24,tweedekamer,23,"the first speaker on the side of the chamber is Mrs Piri of the Labour Party. she said: ""if you do what you did, you get what you got"" she said, ""Let's talk to the field again"" the next speaker is Mrs Agema from the group of the party for freedom."
ParlaMint-NL-en_2022-05-24-tweedekamer-24,2022-05-24,tweedekamer,24,"the committee debate took place on 19 April. the first speaker is already ready, eagerly, because that is Mrs van den Berg. the motion concerns the position of vulnerable people. a lot of people just don't know that, so why don't I get the extra booster shot automatically?"
ParlaMint-NL-en_2022-05-24-tweedekamer-25,2022-05-24,tweedekamer,25,"in the first six weeks of the coronavirus in 2020, 6,000 people die from corona. of those people, 2,600 die in nursing homes. in the first six weeks of the corona virus in 2020, 6,000 people die from corona."
ParlaMint-NL-en_2022-05-25-tweedekamer-10,2022-05-25,tweedekamer,10,the amendment to the Education and Vocational Training Act (BES) is in connection with the extension of the derogation to offer the education and examinations of MBO courses at Bonaire in the Papiaments (35893) the amendment to the derogation to offer the education and examinations of MBO courses at Bonaire in the papiaments is a third term. the amendment is based on a debate about the possibility of offering MBO courses at Bonaire in the papiaments
ParlaMint-NL-en_2022-05-25-tweedekamer-11,2022-05-25,tweedekamer,11,"BVNL is in favour of the Swiss model: not once every four years vote on one person, but four times a year on subjects. in Switzerland the turnout is high, because referenda are almost part of daily life. if the amendment of the Constitution is adopted, the proposal could still end in the Upper House."
ParlaMint-NL-en_2022-05-25-tweedekamer-12,2022-05-25,tweedekamer,12,new law strengthens decentralised audit chambers. he says it's important to ensure that there's a proper setup of audit rooms. he says there are municipalities that do not give serious interpretation to the accounting function.
ParlaMint-NL-en_2022-05-25-tweedekamer-4,2022-05-25,tweedekamer,4,"a number of questions remain with the Christian Union. this is not the starting point for the Christian Union, and many organisations agree with it. there's a phone ringing, but it's not mine, Mr. Chairman."
ParlaMint-NL-en_2022-05-25-tweedekamer-5,2022-05-25,tweedekamer,5,"the next item is the two-minute debate on the rights of individuals and families. a motion was proposed by Mr Van Ginneken and Mr Ellian. he will read out his motions immediately, otherwise I will be in short supply of time."
ParlaMint-NL-en_2022-05-25-tweedekamer-9,2022-05-25,tweedekamer,9,"van Nispen, of the SP Group, has two minutes' speaking time. he says he will not allow himself to be introduced, because he has three motions. he says he will not allow himself to be introduced, because he has three motions."
ParlaMint-NL-en_2022-05-31-eerstekamer-11,2022-05-31,eerstekamer,11,"the report on the Dutch rule of law offers a useful external view. it reveals a number of problems, including the legislative process. the ideal image of the citizen is proactive, independent, rational, linguistic, able to evaluate the financial and legal consequences of his own actions."
ParlaMint-NL-en_2022-05-31-eerstekamer-12,2022-05-31,eerstekamer,12,"bruijn, Jan Anthonie (VVD) asks for a question to be postponed for half an hour. he says it's a question for the Minister responsible for state participations. he says a dependent member may be there with the Dutch assignment. bruijn, Jan Anthonie (VVD): if the public interest is watered down, air France-KLM's board could consider changing the status of the Netherlands to """
ParlaMint-NL-en_2022-05-31-eerstekamer-3,2022-05-31,eerstekamer,3,"john avlon: onora O'Neill argues that trustworthiness is a judgment on the part of the citizen. avlon: state powers in the Netherlands lack competence, reliability and honesty in crucial areas. avlon: it is not an exaggeration to claim that our rule of law is in crisis. avlon: it is important to realise that the confidence of the state power is indivisible."
ParlaMint-NL-en_2022-05-31-tweedekamer-32,2022-05-31,tweedekamer,32,the next item is the two-minute debate on tourism. he has two minutes' speaking time. the floor is up to him. he has two minutes' speaking time. he has two minutes' speaking time.
ParlaMint-NL-en_2022-05-31-tweedekamer-33,2022-05-31,tweedekamer,33,"a number of specialist institutions close in the ggz, a thorn in everyone's eye. the next item is the two-minute debate on ggz / social welfare / suicide prevention. a number of ggz settings have been closed recently, a thorn in everyone's eye."
ParlaMint-NL-en_2022-05-31-tweedekamer-34,2022-05-31,tweedekamer,34,the next item is the two-minute debate on the future commitment and aid to Afghanistan. the committee debate was so long ago that I cannot wait. the next item is the two-minute debate on the future commitment and aid to Afghanistan.
ParlaMint-NL-en_2022-05-31-tweedekamer-35,2022-05-31,tweedekamer,35,the proposal for a law of the Member Kops amending the Housing Act 2014. it's a law that puts an end to discrimination against Dutch people in the housing market. a law that puts an end to the discrimination against Dutch people in the housing market.
ParlaMint-NL-en_2022-06-01-tweedekamer-10,2022-06-01,tweedekamer,10,"van Kent, a member of the SP, proposed a measure to adjust the discount rate at which pension funds must calculate their pension liabilities (35681) on 18 May, the first term of office took place. the aim of the SP is to stop working on time at a pension that rises with prices."
ParlaMint-NL-en_2022-06-01-tweedekamer-2,2022-06-01,tweedekamer,2,the two-minute debate on sustainable transport took place on 31 march last year. the first speaker is Mrs van Ginneken from the group. the first speaker is Mrs. van Ginneken from the group.
ParlaMint-NL-en_2022-06-01-tweedekamer-3,2022-06-01,tweedekamer,3,"the motion-Hagen (32852), no. 182) has been amended to the effect that it has now been signed by Mr Hagen and Mr Van der Graaf. the motion-Hagen (32852), no. 182) has been amended to the effect that it has now been signed by Mr Hagen and Mr Van der Graaf."
ParlaMint-NL-en_2022-06-01-tweedekamer-4,2022-06-01,tweedekamer,4,"the next item is the two-minute debate on the threat of environmental crime 2021. the chamberpiece is 22343, no. 299. We have five speakers from the Chamber. the first speaker is Mrs Van Esch from the group of the party of animals."
ParlaMint-NL-en_2022-06-01-tweedekamer-5,2022-06-01,tweedekamer,5,"the amendment to the plant protection products and biocidal products Act, Section 35756 will be a joyous meeting. the first speaker on the side of the Chamber is Mrs van der Plas of the group. she has asked for six minutes and the floor is up to her. van der Plas, Caroline (BBB): ""i know very well what the subject is"""
ParlaMint-NL-en_2022-06-01-tweedekamer-8,2022-06-01,tweedekamer,8,the new digital government act is the first instalment of the law. the law does not solve the exclusion or the emergence of racism or other deep misery in the context of government and digitisation. it's a law that does not solve the exclusion or the emergence of racism or other deep misery in the context of government.
ParlaMint-NL-en_2022-06-01-tweedekamer-9,2022-06-01,tweedekamer,9,"a bill that deals with the pay-off of pensions is coming up. a small pension is actually intended for a lifelong stable benefit. it's not intended to be eaten before your retirement date or to spend in any other way, he says."
ParlaMint-NL-en_2022-06-02-tweedekamer-10,2022-06-02,tweedekamer,10,"minister for economic affairs and climate, vera, has two motions. ''the Chamber' will be informed on a quarterly basis about progress of tailor-made arrangements'' ''the major bottlenecks in our industry's neighbors will be our infrastructure and the number of technically skilled people available'"
ParlaMint-NL-en_2022-06-02-tweedekamer-11,2022-06-02,tweedekamer,11,"the two-minute debate of the Telecoms Council will take place on 3 June 2022. a motion supporting the secretary of state is also important, he says. he says if this continues, there is a good chance that the Netherlands will say it has objections."
ParlaMint-NL-en_2022-06-02-tweedekamer-18,2022-06-02,tweedekamer,18,"the debate is about the working methods of the NCTV. it's not the first time the government has taken on board, he says. he says it's not possible to conduct its own investigations into individuals and organisations."
ParlaMint-NL-en_2022-06-02-tweedekamer-4,2022-06-02,tweedekamer,4,"''restoration of rights'' must be interpreted as if the Supreme Court had ruled that there is also a legal obligation to restore justice. ''restoration of rights' must be interpreted as if the Supreme Court had ruled that there is also a legal obligation to restore justice,' he says."
ParlaMint-NL-en_2022-06-02-tweedekamer-5,2022-06-02,tweedekamer,5,"the next item is the two-minute debate on Message Service eMates. a message service that we do not have contractual agreements with is also used by the most dangerous criminals in the country. eMates is much more used from the Ebi than in regular detention, he says."
ParlaMint-NL-en_2022-06-02-tweedekamer-6,2022-06-02,tweedekamer,6,the next item is the two-minute debate on trade relations with Africa. he will be the first to give the floor to the Minister for Foreign Trade and Development Cooperation. he will be the first to give the floor to Mr. Hammelburg of the D66.
ParlaMint-NL-en_2022-06-02-tweedekamer-7,2022-06-02,tweedekamer,7,"the next item is the two-minute debate on a global approach to COVID-19. a motion on a fair contribution from the Netherlands to the global covid approach is a sprint. it's like this. the logical party to implement this is to focus on innovation, knowledge development and knowledge sharing."
ParlaMint-NL-en_2022-06-02-tweedekamer-8,2022-06-02,tweedekamer,8,"the OECD guidelines for multinational companies have been the framework for our international corporate social responsibility for a very long time. the OECD directives for multinational companies have been the framework for our international corporate social responsibility for a very long time. the minister writes that she wants to take the European proposal as a starting point, including for national law."
ParlaMint-NL-en_2022-06-02-tweedekamer-9,2022-06-02,tweedekamer,9,"the chamber had a discussion with the Minister about what we can do at the moment to prevent the Ukrainians from being in the cold again in the coming winter. despite the war still in full swing, there are areas in Ukraine where it is relatively safe and where the Ukrainian population is trying to catch up with life."
ParlaMint-NL-en_2022-06-07-eerstekamer-3,2022-06-07,eerstekamer,3,"a leading role of the Netherlands is not a moment too early, says gloria borger. borger: a more effective EU requires, in the first instance, internal cohesion. borger: a more effective EU requires, in the first instance, internal cohesion. borger: if the government is prepared to speak against this in the Council, he will consider a motion."
ParlaMint-NL-en_2022-06-07-eerstekamer-6,2022-06-07,eerstekamer,6,"bruijn van Dijk: we just finished the Pentecostal days. he says this Christian faith is embraced by rich and poor, by king and criminals. he says he sees many debates that do not make me happy. van Dijk: we need a fundamental debate, a dialogue on the order of our society."
ParlaMint-NL-en_2022-06-07-tweedekamer-34,2022-06-07,tweedekamer,34,the next item is the two-minute debate on animal testing. the committee debate took place on 21 April last. a warm word of welcome to the Minister of LNV. he has two minutes' speaking time.
ParlaMint-NL-en_2022-06-07-tweedekamer-35,2022-06-07,tweedekamer,35,the next item is the two-minute debate on the Finance Decentralised Authorities and the strengthening of local government. the committee debate took place on 7 April last. the first speaker is Mr Van Houwelingen of the Forum for Democracy Group.
ParlaMint-NL-en_2022-06-07-tweedekamer-36,2022-06-07,tweedekamer,36,"a motion was tabled: it is incompatible. a motion was tabled: set up a state committee. a motion by the VVD and the CDA, by Mr Ellian and Inge van Dijk, was adopted in that debate. a motion by the VVD and the CDA, by Mr Ellian and Inge van Dijk, was adopted in that debate."
ParlaMint-NL-en_2022-06-07-tweedekamer-37,2022-06-07,tweedekamer,37,"the motion in part no. 568 seems to go even further, because it is not so much about child locations and rentals, but about a total ban. the motion in part no. 568 seems to go even further, because it is not so much about child locations and rentals, but about a total ban."
ParlaMint-NL-en_2022-06-07-tweedekamer-38,2022-06-07,tweedekamer,38,the first time-limit on the part of the Chamber took place on 8 March. the first time-limit on the part of the Chamber took place on 8 March. the first time-limit on the part of the Chamber took place on 8 March. the number of social housing units has decreased for a number of years.
ParlaMint-NL-en_2022-06-08-tweedekamer-10,2022-06-08,tweedekamer,10,"the proposal for a law by Mrs Klaver and Mrs Ouwehand is a new law. the proposal is a legal procedure, which is a legal procedure. a total fireworks ban in 2020 and 2021 due to the dystopian and nonsensical corona measures."
ParlaMint-NL-en_2022-06-08-tweedekamer-3,2022-06-08,tweedekamer,3,"the next item is the two-minute debate on victim policy, following a committee debate on 1 June. it is very important that we continue to guarantee victims rights. at the moment, 40% of cases are closed with a criminal order. it is very important that we continue to guarantee the rights of victims again."
ParlaMint-NL-en_2022-06-08-tweedekamer-4,2022-06-08,tweedekamer,4,"in 2021, just over 2,000 people were admitted to the Wsnp. this is the lowest number since the start of the law in 1998. in the meantime, people remain in a hopeless situation. the amendment is already a small step in the right direction."
ParlaMint-NL-en_2022-06-08-tweedekamer-7,2022-06-08,tweedekamer,7,"the bill saw a limited change to the Bankruptcy Act. the goal is to help more people, more Dutch, out of the problematic debt. the bill saw a limited change to the Bankruptcy Act."
ParlaMint-NL-en_2022-06-08-tweedekamer-8,2022-06-08,tweedekamer,8,"the next item is the two-minute debate Acute care / Primary care / Blood supply / Medical care / Oral care / Pregnancy and birth. the first speaker is Mrs van den Berg from the CDA group. she has two minutes' speaking time, the floor is up to her."
ParlaMint-NL-en_2022-06-08-tweedekamer-9,2022-06-08,tweedekamer,9,the amendment of the People's Research Act dates back to 1992. the current public research Act dates back to 1992 and is 30 years old. a written appreciation of this has already been given. the bill distinguishes three categories for that.
ParlaMint-NL-en_2022-06-09-tweedekamer-4,2022-06-09,tweedekamer,4,the committee debate on aviation took place on 1 June. the first motion concerns the conditions of employment at Schiphol. the second motion concerns the staff shortage. the second motion concerns the staff shortage.
ParlaMint-NL-en_2022-06-09-tweedekamer-5,2022-06-09,tweedekamer,5,"more than two weeks ago, a few hundred scientists were invited here to ask questions about the annual reports of the ministries. many of these questions have now been answered. a lot of the V-100 are watching this debate right now, he says."
ParlaMint-NL-en_2022-06-09-tweedekamer-8,2022-06-09,tweedekamer,8,"eric liu: the debate on the declaration of government is not just about good accounting. liu: it's significant to our history that the inheritance that is attached to him is a very different from his deep desire. he says it took 350 years for that one nation of Italy to come into being. liu: it's not just about good accounting, but that's gonna get me back on that monitor."
ParlaMint-NL-en_2022-06-14-eerstekamer-10,2022-06-14,eerstekamer,10,"the national growth fund is a political recognition that the government has an important role to play in a sustainable, social market economy. the idea of Mariana Mazzucato, the doctrine of the Entrepreneurial State, is gaining ground after 30 years. the national growth fund is not immediately reassuring in this respect, he says."
ParlaMint-NL-en_2022-06-14-eerstekamer-11,2022-06-14,eerstekamer,11,"paternotte, kicken, Ellemeet and van Wijngaarden have a legislative proposal. the proposal was passed in your chamber with 38 votes in favour and 37 votes against. she will answer the questions about the social basis, the role of the man, the legal aspects."
ParlaMint-NL-en_2022-06-14-eerstekamer-3,2022-06-14,eerstekamer,3,"bruijn, Jan Anthonie (VVD): we're talking about an important bill today. he says it's good to define what we are talking about at the start of this debate. he says it's not technically a complicated legislative proposal. he says it's not a revolutionary change in the legal regime on abortion."
ParlaMint-NL-en_2022-06-14-tweedekamer-22,2022-06-14,tweedekamer,22,secretary of state for Fees and Customs will speak on behalf of DENK. he will speak on behalf of deNK. he will be the first to give the floor to Mrs. Kat.
ParlaMint-NL-en_2022-06-14-tweedekamer-23,2022-06-14,tweedekamer,23,the minister for social affairs and employment has asked his permission to make a contribution even though he did not participate in the written consultation. he has asked him to be brief and concise throughout the evening. he will make two further motions for resolutions.
ParlaMint-NL-en_2022-06-14-tweedekamer-24,2022-06-14,tweedekamer,24,he will speak on behalf of the SP on child care. he says he's getting traded after three-quarters of a game. he says he's not going to lie: the outcome of the investigation is clear.
ParlaMint-NL-en_2022-06-14-tweedekamer-25,2022-06-14,tweedekamer,25,"a two-minute debate on childcare is going on, but it's just as different. it concerns the amendment of the childcare allowance decision. it's complicated, because you're at home all day, but if you're very sick, it doesn't automatically mean you can take care of your child."
ParlaMint-NL-en_2022-06-14-tweedekamer-26,2022-06-14,tweedekamer,26,"the debate was about exploitation and its enforcement, and about sexual harassment. it was also about platform workers at Schiphol airport, who have been exposed to toxic substances for years; it was about something to be done about it and that should stop. we welcome the Minister's commitments, but still have two motions for resolutions."
ParlaMint-NL-en_2022-06-14-tweedekamer-27,2022-06-14,tweedekamer,27,the working law wherever you want is on the table. it's special that members of parliament exercise the right of initiative. it's nice that you use this instrument. the authors will speak later.
ParlaMint-NL-en_2022-06-15-tweedekamer-2,2022-06-15,tweedekamer,2,the next item is the debate on the eurogroup/ecofin Council of 8 June 2022. he will be the first to give the floor to Mr van der Lee van GroenLinks for his contribution. he acknowledges that judges who have been sidetracked or dismissed by the disciplinary system are not immediately restored.
ParlaMint-NL-en_2022-06-15-tweedekamer-4,2022-06-15,tweedekamer,4,the next item is the debate on the spring paper 2022. I would like to meet with the Members six questions to each other and six questions to the rulers. it's an important debate with the Prime Minister and the Deputy Prime Minister.
ParlaMint-NL-en_2022-06-15-tweedekamer-6,2022-06-15,tweedekamer,6,"john avlon: we live in a world with increasing challenges, a shortage of homes, rising prices and growing inequality. avlon: we're restoring the link between the AOW and the minimum wage. avlon: the need for these adjustments is obvious. avlon: it's a sympathetic idea that needs to be considered seriously."
ParlaMint-NL-en_2022-06-15-tweedekamer-7,2022-06-15,tweedekamer,7,"the next item is the two-minute debate on the Foreign Affairs Council. it's a follow-up to the committee debate, which was completed not so long ago. the next item is the two-minute debate on the Foreign Affairs Council."
ParlaMint-NL-en_2022-06-15-tweedekamer-8,2022-06-15,tweedekamer,8,the next item is the continuation of the debate on the spring paper 2022. it will be the deadline for the cabinet to vote on the budgets. it will also be a comprehensive letter with all the appreciation of the amendments that have been tabled today.
ParlaMint-NL-en_2022-06-16-tweedekamer-10,2022-06-16,tweedekamer,10,"we are in an exceptional situation: the world was struck by the pandemic, which still prevails, then by the war in Ukraine, with all its consequences. on 22 March, as a cabinet, we decided on this package. on 29 March, we sent a letter on this subject to the Council of State. fortunately, the Council of State has dealt with this in an urgent procedure."
ParlaMint-NL-en_2022-06-16-tweedekamer-11,2022-06-16,tweedekamer,11,"the next item is the debate on the Enlargement Act on administrative instruments for education (35920). he would like to give the floor to the first speaker, Mrs Westerveld, on behalf of the Group of the Greens/European Free Alliance."
ParlaMint-NL-en_2022-06-16-tweedekamer-4,2022-06-16,tweedekamer,4,"the two-minute debate on the agriculture and Fisheries Council took place on 8 June last. the first speaker is Mr. Eppink of the JA group21. he has, like everyone else, two minutes' speaking time."
ParlaMint-NL-en_2022-06-16-tweedekamer-5,2022-06-16,tweedekamer,5,the next item is the two-minute debate on drug policy. the committee debate took place on 12 May last. the first speaker is Mrs Michon-Derkzen from the group.
ParlaMint-NL-en_2022-06-16-tweedekamer-6,2022-06-16,tweedekamer,6,"the next item is the Supplementary Tax Purchasing Power Act 2022, Section 36088. the first speaker on the side of the Chamber is Mr Van Baarle of the DENK Group. he has indicated that he will speak to us for ten minutes, the floor is up to him."
ParlaMint-NL-en_2022-06-21-eerstekamer-7,2022-06-21,eerstekamer,7,"willem Witteveen was one of the initiators of the biennial debates on the rule of law. he was killed by the same aggressor who invaded the country this year. he says he has a mission to cherish, defend and strengthen our rule of law. he says we must take on several fronts and on several levels."
ParlaMint-NL-en_2022-06-21-tweedekamer-23,2022-06-21,tweedekamer,23,a motion on the deforestation regulation has not yet been established. the eu has not examined where best to deal with these flows of money. the eu has not yet established the position of the parliament on the deforestation regulation.
ParlaMint-NL-en_2022-06-21-tweedekamer-24,2022-06-21,tweedekamer,24,the first speaker on the side of the chamber is Mrs Van Esch. she will speak on behalf of GroenLinks. he will speak on behalf of a member of the party for animals. he will speak on behalf of a member of the chamber.
ParlaMint-NL-en_2022-06-21-tweedekamer-25,2022-06-21,tweedekamer,25,"the law is aimed at start-ups in words, but not in practice. but it does not seem to be aimed at the other group, which could use it properly. the law does not seem to be aimed at the other group, which could use it properly. if it doesn't, it won't hurt, you might think."
ParlaMint-NL-en_2022-06-22-tweedekamer-12,2022-06-22,tweedekamer,12,"the next item is the two-minute debate on road safety. the committee discussed it extensively during the debate in April. if Mr Madlener takes road safety seriously, he will simply support this motion."
ParlaMint-NL-en_2022-06-22-tweedekamer-13,2022-06-22,tweedekamer,13,"the two-minute debate water took place on 7 June. the first speaker is Mrs van Esch, from the group of the party of animals. she has two minutes' speaking time, the floor is up to her."
ParlaMint-NL-en_2022-06-22-tweedekamer-14,2022-06-22,tweedekamer,14,the first term of office took place on 31 May last. the first term of office took place on 31 May last. a poll of opinion.nl showed 81% of people do not want any more homes to be allocated with priority to licence holders.
ParlaMint-NL-en_2022-06-22-tweedekamer-3,2022-06-22,tweedekamer,3,the next item is the two-minute debate on Innovation. it follows the committee debate on 25 May. a motion was co-signed by members of the EZK and the oCW.
ParlaMint-NL-en_2022-06-22-tweedekamer-4,2022-06-22,tweedekamer,4,"the next item is the debate on the European summit on 23 and 24 June 2022. the delegation will debate the Dutch government's position on the issues on the agenda of the European Council. a few months ago, our Prime Minister stood pontifical in front of a Ukrainian flag and sounded the war cry ""Slava Ukraini"""
ParlaMint-NL-en_2022-06-22-tweedekamer-7,2022-06-22,tweedekamer,7,a number of questions have been asked about the enlargement of the EU. a new development is that we have urged the Commission to be brutally honest. a new development is that we have urged the Commission to be brutally honest.
ParlaMint-NL-en_2022-06-22-tweedekamer-8,2022-06-22,tweedekamer,8,"the next item is the two-minute debate on the energy council. the minister indicated that he was not committed to the termination of this Treaty. he proposed modernisation in line with Paris, but a treaty that protects the fossil industry is not good for the climate."
ParlaMint-NL-en_2022-06-23-tweedekamer-4,2022-06-23,tweedekamer,4,"the next item is the debate on nitrogen policy. the debate is about the map that has been sent to the national programme for rural areas. if you have a farm, it is of course crucial on the basis of which map we are discussing here."
ParlaMint-NL-en_2022-06-23-tweedekamer-7,2022-06-23,tweedekamer,7,"de Groot, a dairy farmer, is the first to give the floor to the province. he says it's too unsafe and there was not enough police capacity to make democracy work. de Groot: ""if the terrain gets damaged, I'll just lick it up to fix it"""
ParlaMint-NL-en_2022-06-28-eerstekamer-3,2022-06-28,eerstekamer,3,"bruijn, Jan Anthonie (VVD): we have a special debate today. the amendment of the Constitution does not happen very often, and rightly so. the stability of our rule of law means that the Constitution and the Statute for the Kingdom are not changed for every wipe, but it is possible."
ParlaMint-NL-en_2022-06-28-eerstekamer-7,2022-06-28,eerstekamer,7,"bruijn, Jan Anthonie (VVD): 'i'm gonna suspend for a minute pending the motion' van Rooijen: ""i'm gonna suspend for a minute pending the motion"""
ParlaMint-NL-en_2022-06-28-eerstekamer-8,2022-06-28,eerstekamer,8,"bruijn, Jan Anthonie (VVD) asked to speak on a point of order. we received a decision note in the Minister's letter. passages were covered with an appeal to the Open Government Act. now we are here in Parliament and not in the newspaper."
ParlaMint-NL-en_2022-06-28-eerstekamer-9,2022-06-28,eerstekamer,9,"bruijn, Jan Anthonie (VVD): we are now ready for the government's response in the first term. he says the constitution, fundamental rights and the democratic rule of law are of great importance. he says it is a privilege to deal with six different constitutional proposals on a Tuesday."
ParlaMint-NL-en_2022-06-28-tweedekamer-29,2022-06-28,tweedekamer,29,"''Long-term sport'' is good anyway,' says van den Hil. ''it's a matter of en-and'' says van den Hil. ''it's a matter of en-and'' says van den Hil."
ParlaMint-NL-en_2022-06-28-tweedekamer-30,2022-06-28,tweedekamer,30,"the next item is the two-minute debate on medicines policy/auxiliarys policy/Packet Management. the minister for health, welfare and sport has a motion. he says hospitals will be informed in good time about what they can take into account."
ParlaMint-NL-en_2022-06-28-tweedekamer-31,2022-06-28,tweedekamer,31,the first term of office took place on 14 June. we have now come to the first-term response of the initiators. we will continue with the second term. congratulates the president on his beautiful Maiden speech.
ParlaMint-NL-en_2022-06-29-tweedekamer-10,2022-06-29,tweedekamer,10,"the next item is the two-minute debate Masterplan on basic skills, following the committee debate on 14 June. ''the teaching of the values of the democratic rule of law is an essential task of education,'' ''the Chamber,''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''"
ParlaMint-NL-en_2022-06-29-tweedekamer-11,2022-06-29,tweedekamer,11,"a third of the first-term speaking time, so that is five minutes, says GL. he will also provide for a second-term assessment of the amendments that have been tabled. a third reason is that we are responsible together for the proper use of educational money. apologies, but sometimes it's quite a jigsaw."
ParlaMint-NL-en_2022-06-29-tweedekamer-12,2022-06-29,tweedekamer,12,"more than 2.5 million households are facing financial difficulties due to high energy prices. a philanthropic institution has chosen for the limited target group of people who earn 120% of the social minimum. a philanthropic institution sees it and says: ""no, 120% is too little, so please do it up to 140%"""
ParlaMint-NL-en_2022-06-29-tweedekamer-3,2022-06-29,tweedekamer,3,the next item is the two-minute debate on external security. Mr. Thijssen has not been present for illness. he gives the floor to Mrs. van Esch of the Party for Animals.
ParlaMint-NL-en_2022-06-29-tweedekamer-4,2022-06-29,tweedekamer,4,the next item is the two-minute debate on the revision of the Industrial Emissions Directive and the Landfill Directive. the motion in part no. 3444 I would like to give a ruling chamber. the motion in part no. 3446 has been proposed by members van Esch and Beckerman.
ParlaMint-NL-en_2022-06-29-tweedekamer-6,2022-06-29,tweedekamer,6,"the next item is the continuation of the first term of the cabinet plus the second term, which will then begin. the secretary of state, Mrs Heijnen, will pick it up at the introduction plus answering a number of questions. the secretary of state has already responded in writing, but will pick it up at the introduction."
ParlaMint-NL-en_2022-06-29-tweedekamer-7,2022-06-29,tweedekamer,7,"the next item is the continuation of the two-minute debate on the National Education Programme (p.o. and vo) there were five speakers: Mr de Hoop, Mr Ephraim, Mrs Paul, Mr Van Meenen and Mr Peters. he proposes that de Hoop be the first to kick off."
ParlaMint-NL-en_2022-06-30-tweedekamer-4,2022-06-30,tweedekamer,4,"the debate is now on the two-minute debate on the EU-Choice Act. the first speaker is Mr Bishop on behalf of the political group of the Reformed Party. he has asked to be the first to speak, while the SGP always makes the closing of the day for us."
ParlaMint-NL-en_2022-06-30-tweedekamer-5,2022-06-30,tweedekamer,5,we have a full house today in box K. we have 12 participants on the side of the chamber. the first speaker is Mrs Leijten from the SP Group.
ParlaMint-NL-en_2022-06-30-tweedekamer-8,2022-06-30,tweedekamer,8,"it is good indeed that today we can discuss the issue of digitalisation in response to the main letter sent by the government in March of this year. the cabinet also wants to take advantage of these opportunities, from a strong starting position. digitalisation thus contributes to growing inequality."
ParlaMint-NL-en_2022-06-30-tweedekamer-9,2022-06-30,tweedekamer,9,"he says a breeding ground has been created on which these kinds of protests flourish out of hand. he says a reduction in the number of animals in livestock farming has been called ""unavoidable"" for decades. he says it's not by chance that the agro-industry finances the protests."
ParlaMint-NL-en_2022-07-05-eerstekamer-14,2022-07-05,eerstekamer,14,"a good long-term vision is necessary, because COOVID-19 is now an integral part of our lives. this is a vision that the PvdA and other political groups have been asking for for a long time. a good long-term vision is necessary, because COOVID-19 is now an integral part of our lives."
ParlaMint-NL-en_2022-07-05-eerstekamer-3,2022-07-05,eerstekamer,3,"bruijn de Boer: the government is not doing what it has to do anymore. he says it's unclear what will happen if a new serious corona wave occurs quickly. he says the government is not doing what it has to do anymore, can't do what it has to do anymore. de Boer: it's not clear when measures need to be taken and when they need to scale up."
ParlaMint-NL-en_2022-07-05-tweedekamer-34,2022-07-05,tweedekamer,34,"the next item is the two-minute debate on labour migration following the committee debate on 1 June. the motion is about the european commission's plan for Morocco, Tunisia and Egypt. the vacancy is 451,000 in the Netherlands, with 133 unemployed."
ParlaMint-NL-en_2022-07-05-tweedekamer-35,2022-07-05,tweedekamer,35,the next item is the two-minute debate on the Corona aid package. the committee debate was held on 12 May last. there are about eight entries from the chamber. the next item is the two-minute debate on the Corona aid package.
ParlaMint-NL-en_2022-07-05-tweedekamer-36,2022-07-05,tweedekamer,36,"the next item is the two-minute debate on Contouren box 3 on the basis of a real return on the committee's debate on 29 June. ''I'm assuming the Christmas regime, so I'm just reading out the motions,'' he said. ''the Chamber,'' heard the debate,'' he said."
ParlaMint-NL-en_2022-07-05-tweedekamer-37,2022-07-05,tweedekamer,37,"van Haga asked for all kinds of scenarios last time, he says. van Haga: ""we have the next direct question to the cabinet. we have the next direct question to the cabinet. we have the next direct question to the cabinet. we have the next direct question to the cabinet. we have the next direct question to the cabinet. we have the next direct question to the cabinet. we have the next direct question to the cabinet. we have the next direct question to the cabinet. we have the next direct question to the cabinet. we"
ParlaMint-NL-en_2022-07-06-tweedekamer-12,2022-07-06,tweedekamer,12,Mr. de Hoop of the PvdA asked the Chamber to take part in the debate. he said that we have 30 two-minute debates in a short time. he said that the target is to place 1.8 million charging points by 2030.
ParlaMint-NL-en_2022-07-06-tweedekamer-13,2022-07-06,tweedekamer,13,"the next item is the two-minute debate on mining/Groningen. I would ask the Members of Parliament to keep it as short as possible. there is no need, for example in the case of the Court of Justice, for a comprehensive explanation."
ParlaMint-NL-en_2022-07-06-tweedekamer-14,2022-07-06,tweedekamer,14,"we have 30 two-minute debates in a short time, so I would ask the Members of Parliament to be as brief as possible. I will also ask the Secretary of State to respond briefly to the motions and questions put. the debate was mainly about the government's plans to make its own contribution to young people in need of mental aid."
ParlaMint-NL-en_2022-07-06-tweedekamer-15,2022-07-06,tweedekamer,15,the next item is the two-minute debate on medical prevention/addiction/drug prevention. I would ask the Members of Parliament to be brief in their comments. he is speaking on behalf of the PvdA Group.
ParlaMint-NL-en_2022-07-06-tweedekamer-16,2022-07-06,tweedekamer,16,"the two-minute debate on safety experiences among young people in youth care with residence. a motion has yet to be distributed on paper, but the Secretary of State has indicated that he can reply immediately. the motion is just as precise and very strict when it comes to Mrs Westerveld's motion."
